"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"4751",4751,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","116","Steeles",30
"4752",4752,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","126","Dorset Park",1
"4753",4753,2019,"D51","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","168","Downtown Yonge East",2
"4754",4754,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","102","Forest Hill North",114
"4755",4755,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","19","Long Branch",17
"4756",4756,2021,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","129","Agincourt North",4
"4757",4757,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","NSA","NSA",1
"4758",4758,2017,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","170","Yonge-Bay Corridor",26
"4759",4759,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","169","Bay-Cloverhill",60
"4760",4760,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",2936
"4761",4761,2019,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","144","Morningside Heights",1
"4762",4762,2019,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","73","Moss Park",3
"4763",4763,2017,"D13","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","108","Briar Hill-Belgravia",2
"4764",4764,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","27","York University Heights",2
"4765",4765,2020,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",149
"4766",4766,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","48","Hillcrest Village",95
"4767",4767,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","87","High Park-Swansea",13
"4768",4768,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","173","North Toronto",1
"4769",4769,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","119","Wexford/Maryvale",1
"4770",4770,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","79","University",38
"4771",4771,2014,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","99","Mount Pleasant East",38
"4772",4772,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","167","Church-Wellesley",7
"4773",4773,2018,"D41","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","125","Ionview",4
"4774",4774,2017,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","62","East End-Danforth",113
"4775",4775,2017,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","115","Mount Dennis",3
"4776",4776,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","13","Etobicoke West Mall",144
"4777",4777,2019,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","89","Runnymede-Bloor West Village",11
"4778",4778,2019,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",86
"4779",4779,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","60","Woodbine-Lumsden",5
"4780",4780,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","9","Edenbridge-Humber Valley",9
"4781",4781,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","116","Steeles",1
"4782",4782,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","138","Eglinton East",60
"4783",4783,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","29","Maple Leaf",3
"4784",4784,2019,"D53","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","55","Thorncliffe Park",1
"4785",4785,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","37","Willowdale West",61
"4786",4786,2019,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","22","Humbermede",64
"4787",4787,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","39","Bedford Park-Nortown",7
"4788",4788,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","151","Yonge-Doris",16
"4789",4789,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","10","Princess-Rosethorn",14
"4790",4790,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","148","East L'Amoreaux",1
"4791",4791,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","118","Tam O'Shanter-Sullivan",318
"4792",4792,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","56","Leaside-Bennington",7
"4793",4793,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","72","Regent Park",1
"4794",4794,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","102","Forest Hill North",5
"4795",4795,2022,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","153","Avondale",13
"4796",4796,2016,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","164","Wellington Place",1
"4797",4797,2016,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","23","Pelmo Park-Humberlea",282
"4798",4798,2017,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",12
"4799",4799,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","27","York University Heights",23
"4800",4800,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","134","Highland Creek",162
"4801",4801,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","10","Princess-Rosethorn",5
"4802",4802,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","53","Henry Farm",49
"4803",4803,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","112","Beechborough-Greenbrook",5
"4804",4804,2021,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","162","West Queen West",5
"4805",4805,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","146","Malvern East",22
"4806",4806,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","140","Guildwood",11
"4807",4807,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","153","Avondale",58
"4808",4808,2019,"D55","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","44","Flemingdon Park",3
"4809",4809,2016,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","120","Clairlea-Birchmount",22
"4810",4810,2017,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","90","Junction Area",1
"4811",4811,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","31","Yorkdale-Glen Park",31
"4812",4812,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","56","Leaside-Bennington",2
"4813",4813,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","98","Rosedale-Moore Park",243
"4814",4814,2015,"D22","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","11","Eringate-Centennial-West Deane",2
"4815",4815,2016,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","111","Rockcliffe-Smythe",8
